type,cities_count,id,name,slug,parent
4,,188,خلیج فارس,khalij-e-fars,1
4,,2320,خلیج فارس,khalij-fars,30
2,,3550,خلیفان,khalifan,881
2,,2965,خلیل آباد,khalil-abad-city,880
4,,1506,خلیل آباد,khalil-abad,4
2,,1861,خلیل شهر,khalil-shahr,893
4,,1391,خلیلی,khalili,6
2,,1809,خمام,khomam,889
2,,3747,خمک,khomak,883
2,,3960,خمیر,khamir,894
4,,1935,خمیران زاهدان,rasht-motahari,12
4,,2121,خمیر کلایه,khamir-kelaye,746
2,,839,خمین,khomein,901
4,,387,خمینی‌شهر,khomeinishahr,4
2,,1747,خمینی‌شهر,khomeyni-shahr,890
2,,2754,خنج,khanj,898
2,,3938,خنجین,khanjin,901
2,,3930,خنداب,khandab,901
4,,2633,خندق,khandagh,8
2,,3512,خواجه,khajeh,891
4,,1181,خواجه ربیع,khaje-rabi,3
4,,2385,خواجه عمید,khaje-amid,4
4,,286,خواجه نصیر طوسی,eshrat-abad,1
4,,958,خواجه نظام الملک,khaje-nezam-molk,1
4,,391,خواجو,chaharbaghkhajoo,4
2,,1736,خواف,khaf,880
2,,1727,خوانسار,khansar,890
4,,2175,خواهر امام,khahar-emam,12
4,,4485,خور,khor,1754
4,,2375,خوراسگان,khorasgan,4
2,,1750,خور (اصفهان),khour,890
2,,3578,خورش رستم,khorsh-e-rostam,906
2,,1793,خور (فارس),khoour,898
2,,1755,خورموج,khormoj,900
4,,4328,خورین,khurin,1762
2,,3672,خوسف,khusf,876
2,,2966,خوشاب,khoshab,880
4,,2087,خوش پیک,khosh-pik,708
2,,1868,خوش‌رودپی,khoshroud-pey,893
2,,767,خوی,khoy,881
4,,1510,خیادان,khiadan,4
4,,3345,خیام,khayyam,318
4,,4368,خیام شرقی,khayyam-sharghi,1751
4,,4370,خیام غربی,khayyam-gharbi,1751
4,,4304,خیر آباد,kheir-abad,1762
4,,3287,خیرآباد,kheyrabad,791
2,,2755,خیرگو,kheyrgoo,898
4,,1145,خین عرب,sepad,3
2,,1992,دابودشت,dabudasht,893
4,,47,دارآباد,darabad,1
2,,809,داراب,darab,898
4,,1340,دارالرحمه,shiraz-cemetery,6
2,,1724,داران,daran,890
4,,3146,دارایی,daraayi,318
4,,1445,دارک,derak,4
4,,3230,داروپخش,darupakhsh,1776
4,,2771,داریون,darian,6
2,,3863,دالاهو,dalahu,905
2,,1967,دالخانی,dalkhani,893
2,,805,دامغان,damghan,882
2,,3748,دامن,daman,883
4,,2265,دانش,danesh-kashan,30
4,,2561,دانش,danesh-najaf-abad,31
4,,2670,دانش,danesh-qom,8
4,,1212,دانش,danesh,3
4,,463,دانشجو,daneshjoo,3
4,,4593,دانشکده دامپزشکی شیراز,daneshkade-dampezeshki-shiraz,6
4,,4428,دانشکده علوم پزشکی البرز,daneshkade-oloum-pazeshki-alborz,2
4,,3173,دانشکده کشاورزی,daneshkade-kshevarzi,318
4,,4595,دانشکده کشاورزی دانشگاه شیراز,daneshkade-keshavarzi-daneshgah-shiraz,6
4,,4586,دانشکده موشکی امام صادق (ع),daneshkade-moshaki-emam-sadegh,6
4,,2306,دانشگاه,daneshgah,30
4,,3321,دانشگاه آزاد,daneshgah-azad,316
4,,4425,دانشگاه آزاد,daneshgah-azad-karaj,2
4,,3172,دانشگاه آزاد اسلامی,daneshgah-azad-eslami,318
4,,2474,دانشگاه آزاد شاهین شهر,daneshgah-azad-shahin-shahr,1744
4,,4556,دانشگاه آزاد نجف آباد,daneshgah-azad-najafabad,31
4,,1527,دانشگاه اصفهان,soffeh,4
4,,2410,دانشگاه افسری امیرالمومنین,daneshgah-afsari-amiralmomenin,4
4,,4426,دانشگاه پیام نور,daneshgah-payam-noor,2
4,,4289,دانشگاه پیام نور قرچک,daneshgah-payam-noor-gharchak,1761
4,,209,دانشگاه تهران,tehran-university,1
4,,3436,دانشگاه چمران,daneshgah-chamran,7
4,,4421,دانشگاه خوارزمی,daneshgah-khwarazmi,2
4,,928,دانشگاه شریف,university-of-sharif,1
4,,1350,دانشگاه شهید باهنر,shahid-bahonar-university,6
4,,2327,دانشگاه شهید رجایی,daneshgah-shahid-rajai,30
4,,1376,دانشگاه شیراز,pardis-of-eram,6
4,,1422,دانشگاه صنعتی اصفهان,isfahan-university-of-technology,4
4,,1124,دانشگاه فردوسی,ferdowsi-university-of-mashhad,3
4,,2666,دانشگاه قم,daneshgah-qom,8
4,,2326,دانشگاه کاشان,daneshgah-kashan,30
4,,3161,دانشگاه نیشابور,daneshgah-neyshabur,318
4,,4427,دانشگاه هنر تهران (پردیس کرج),daneshgah-honar-tehran-pardis-karaj,2
4,,627,دانیال,danial,8
2,,2967,داورزن,davarzan,880
4,,4376,داوری,davari,1751
4,,4299,داوود آباد,davood-abad,1761
4,,1354,دباغ خانه,dabbagh-khaneh,6
4,,2146,دباغیان,dabaghian,12
4,,127,دبستان,dabestan,1
4,,2151,دخانیات,dokhaniyat,12
4,,3368,درابد امام,darabad-emam,3
4,,2252,درب اصفهان,darb-esfahan,30
4,,2336,درب باغ,darb-baagh,30
2,,3857,درب بهشت,darb-behesht,877
4,,2274,درب جوشقان,darb-josheqan,30
4,,940,درب دوم,darb-dowom,1
4,,2286,درب زنجیر,darb-zanjir,30
4,,1552,درب سیبه علیا,darab-sibeh-olya,4
4,,3029,دربقاضی,darboghazi,318
4,,1459,درب کوشک,mahale-now,4
2,,3914,درب گنبد,darb-gonbad,884
4,,54,دربند,darband,1
4,,2640,در بهشت,dar-behesht,8
4,,2334,درب یلان,darb-yalaan,30
4,,1547,درچه,dorcheh,4
2,,3678,درح,darh,876
4,,598,درختی,derakhti,2
4,,926,درختی,sepehr,1
4,,118,دردشت,dardasht,1
4,,3035,درزآب,darzaab,3
4,,58,درکه,darakeh,1
4,,1283,درکی,derki,6
2,,2968,درگز,dargaz,880
2,,3994,درگزین,dargazin,899
2,,1820,درگهان,dargahan,894
2,,3677,درمیان,darmiyan,876
2,,3579,دره رود,darreh-rud,906
2,,3595,دره شهر,darreh-shahr,888
4,,1258,دروازه اصفهان,darvazeh-isfahan,6
4,,2276,دروازه جوشقان,darvaze-josheqan,30
4,,2610,دروازه چوبی,darvazeh-chubi,8
4,,2589,دروازه ری,darvazeh-rey,8
4,,285,دروازه شمیران,darvazeh-shemiran,1
4,,2246,دروازه فین,darvazeh-fin,30
4,,2800,دروازه قران,darvaze-qoran,6
4,,2624,دروازه قلعه,darvazeh-ghaleh,8
4,,2638,دروازه کاشان,darvazeh-kashan,8
4,,2173,دروازه لاکان,darvazeh-lakan,12
2,,2753,درودزن,doroodzan,898
4,,71,دروس,darrous,1
4,,929,دریا,darya,1
4,,1031,دریاچه شهدای خلیج فارس,chitgar-lake,1
4,,3069,دریادل,daryadel,3
4,,200,دریان‌نو,daryan-no,1
4,,66,دزاشیب,dezashib,1
2,,3402,دزپارت,dezpart,902
2,,23,دزفول,dezful,902
4,,4130,دژکام,dezhkam,1
4,,1332,دست خضر,dastkhezr,6
4,,1003,دستغیب,shahid-dastgheyb,1
2,,3660,دستگردان,dastgerdan,876
4,,1429,دستگرد قداره,dastgerd-e-qadaadeh,4
4,,1457,دستگرده,dastgerdeh,4
2,,3398,دشت آزادگان,dasht-azadegan,902
2,,3791,دشتابی,dashtabi,878
4,,2340,دشت چال,dasht-chaal,30
4,,1406,دشت چنار,dasht-chenaran,6
2,,3867,دشت ذهاب,dasht-zhahab,905
4,,1476,دشتستان,dashtestan,4
2,,3608,دشت عباس,dasht-abbas,888
2,,3551,دشتک,dashtak,881
4,,2351,دشت لتحر,dasht-lathar,30
2,,3749,دشتیاری,dashtyari,883
2,,2744,دشمن زیاری,doshman-ziyari,898
4,,361,دغاغله,daghagheleh,7
4,,2524,دفاع مقدس,defaa-moghaddas,31
4,,2456,دکتر حسابی,doctor-hesabi,1744
4,,1271,دکتر حسابی,hossein-abad,6
4,,1029,دکتر هوشیار,dr-hoshyar,1
2,,3809,دلبران,dalbaran,885
4,,2794,دلجو,deljo,6
2,,3750,دلگان,delgan,883
4,,4608,دلگشا,delgosha-shiraz,6
4,,2539,دلگشا,delgosha,31
2,,1975,دلند,daland,897
2,,3628,دلوار,dalvar,900
2,,1824,دلیجان,delijan,901
2,,783,دماوند,damavand,904
4,,4189,دماوند,damavand-district,783
4,,1597,دنارت,denart,4
2,,2207,دهاقان,dahaaghan,890
2,,3858,دهبکری,dehbakri,877
4,,2821,ده بید,deh-bid,1788
4,,3233,ده پائین,deh-payin,1776
4,,1337,ده پیاله,deh-pialeh,6
2,,3820,دهج,dahaj,877
4,,4204,ده‌حسن,deh-hasan,1765
4,,3130,ده حلاج,deh-hallaj,318
4,,2457,دهخدا,dehkhoda,1744
2,,822,دهدشت,dehdasht,887
4,,1170,ده دی,10-day,3
2,,2745,دهرم,dahram,898
4,,4245,دهشاد بالا,dehshad-bala,1759
4,,4244,دهشاد پائین,dehshad-payin,1759
4,,3351,دهشک,dehshak,3
4,,4086,ده عباس,deh-abbas,29
2,,2223,علویجه - دهق,dehaq,890
4,,962,دهقان,dehqan,1
4,,591,دهقان ویلا,dehghanvilla,2
4,,4366,دهکده,dehkade,1751
4,,161,دهکده المپیک,dehkade-olympic,1
4,,2081,دهکده ساحلی,dehkade-saheli,708
2,,1798,دهگلان,dehgolan,885
2,,777,دهلران,dehloran,888
4,,4151,دهم فروردین,dahom-farvardin,1
4,,3133,دهنو,dehno-nishabur,318
4,,1423,دهنو,dehno,4
4,,3347,دهنو لکزی,dehnow-lakzi,318
4,,1566,دهنو (محمدآباد),mohammad-abad,4
4,,81,ده‌ونک,vanak-village,1
4,,2684,دوبرادر,dobaradar,8
2,,3707,دوتپه,dotappe,879
4,,2790,دودمان,dodman,6
4,,613,دورشهر,dourshahr,8
2,,752,دورود,dorud,884
2,,1984,دوزین,dozin,897
4,,3339,دوست آباد,dostabad,3
4,,1524,دوطفلان,doteflan,4
4,,1294,دوکوهک,dokuhak,6
2,,874,دوگنبدان,dogonbadan,887
4,,272,دولاب,doolab,1
4,,233,دولت‌آباد,dolat-abad,1
4,,1609,دولت‌آباد,dolat-abad-isfahan,4
4,,1080,دولت‌آباد,dowlatabad-karaj,2
4,,4043,دولت‌آباد,dowlatabad-rey,1763
4,,2813,دولت آباد,dowlatabad,1788
4,,918,دولتخواه جنوبی,dolatkhah,1
4,,4181,دولتخواه شمالی,dolatkhah-shomali,1
4,,1888,دیانتی,diyanati,12
4,,3234,دیزقند,dizghand,1776
2,,3889,دیشموک,dishmuk,887
2,,3615,دیلم,deylam,900
4,,4044,دیلمان,deylaman-rey,1763
4,,2167,دیلمان,deylaman-rasht,12
4,,228,دیلمان,south-deylaman,1
2,,1814,دیلمان,deylaman,889
4,,1259,دینکان,dinakan,6
2,,3874,دینور,dinvar,905
2,,3659,دیهوک,dihook,876
2,,3797,دیواندره,divandareh,885
2,,3924,ذلقی,zolqi,884
2,,3859,رابر,rabar,877
2,,2969,رادکان,radkan,880
4,,1569,راران,raran,4
2,,3683,راز وجرگلان,raz-va-jargalan,896
4,,2791,رازی,razi,6
4,,1921,رازی,raazi,12
2,,3751,راسک,rask,883
4,,2817,رامجرد یک,ramjerd-1,1788
2,,4342,رامجین,ramjin,895
2,,745,رامسر,ramsar,893
2,,2224,رامشه,raamesheh,890
2,,1781,رامشیر,ramshir,902
2,,3792,رامند,ramand,878
2,,800,رامهرمز,ramhormoz,902
2,,1979,رامیان,ramiyan,897
4,,4257,رامین,ramin,1759
2,,1851,رانکوه,rankouh,889
4,,4153,راه آهن,rah-ahan-tehran,1
4,,3164,راه آهن,rah-ahan-nishabur,318
4,,1172,راه آهن,rahahan,3
4,,2412,راه آهن,rah-ahan,4
4,,2304,راه آهن کاشان,rah-ahan-kashan,30
2,,2742,راهگان,rahgan,898
4,,2808,راهنمایی,rahnamaei-shiraz,6
4,,442,راهنمایی,rahnamaei,3
2,,3817,راور,ravar,877
4,,2258,راوند,ravand,30
2,,3851,راین,rayen,877
4,,3024,رباط,rebat,316
4,,3273,رباط سفلی,robat-sofla,1776
4,,1240,رباط طرق,robat-e-Toroq,3
2,,1765,رباط‌کریم,robat-karim,904
4,,4335,رباط‌کریم,robat-karim-district,1765
4,,4423,رباط ماشین,rebat-mashin,2
2,,3552,ربط,rabt,881
4,,2280,رجایی,rajai,30
4,,3265,رجایی,rajayi-torbat-heydariyeh,1776
4,,2109,رجایی,rajayi,746
4,,2550,رجایی شمالی,rajai-shomali,31
4,,1043,رجب‌آباد,rajababad,2
4,,1390,رحمت‌آباد,rahmat-abad,6
2,,2743,رحمت‌آباد,rahmatabad-city,898
4,,2485,رحمت آباد,rahmatabad,31
4,,3169,رحمت آباد,rahmatabad-nishabur,318
2,,1839,رحیم‌آباد,raheem-abad,889
4,,1605,رحیم‌آباد,rahim-abad,4
4,,3329,رحیم آباد,rahimabad,318
4,,1517,ردان,radan,4
4,,1187,رده,kuy-e-raddeh,3
4,,4254,رزکان,razkan,1759
4,,1582,رزمندگان,razmandegan,4
2,,3993,رزن,razen,899
4,,1427,رسالت,resalat-isfahan,4
4,,498,رسالت,resalat-mashhad,3
4,,4468,رسالت,resalat-nazarabad,774
4,,2257,رسالت,resalat-kashan,30
4,,1931,رسالت,rasht-resalat,12
4,,349,رسالت,resalat,7
2,,2747,رستاق,rostaq,898
4,,465,رستگار,abdolmotalleb,3
2,,2748,رستم,rostam,898
2,,1835,رستم‌آباد,rostam-abad,889
2,,1860,رستمکلا,rostamkola,893
2,,2970,رشتخوار,reshtkhar,880
4,,1906,رشتیان,rasht-rashtian,12
4,,3316,رضاآباد,rezaabad,791
4,,3262,رضاشهر,rezashahr-torbat-heydariyeh,1776
4,,433,رضاشهر,rezashahr,3
4,,1204,رضاییه,rezaieyeh,3
4,,3189,رضوان,rezvan-sabzevar,316
2,,1684,رضوانشهر,rezvanshahr,889
4,,3215,رضوی,razavi,316
2,,2971,رضویه,razaviye-city,880
4,,2642,رضویه,razaviye,8
4,,4250,رضی آباد بالا,raziabad-bala,1759
4,,4251,رضی آباد پایین,raziabad-payin,1759
2,,817,رفسنجان,rafsanjan,877
4,,537,رکن‌آباد,shahrakeroknabad,6
4,,2420,رکن الدوله شرقی,rokn-od-dole-sharghi,4
4,,1483,رکن الدوله غربی,rokn-od-dole-gharbi,4
4,,3165,رنج آباد,ranjabad,318
4,,4262,رنگرز,rangaraz,1759
4,,1523,رهنان,mashadeh,4
2,,3877,روانسر,ravansar,905
2,,2972,روداب,rudab,880
2,,3964,رودان,rudan,894
2,,1810,رودبار,rudbar,889
4,,2174,رودبارتان,rudbartan,12
2,,3852,رودبار (کرمان),rudbar-city,877
4,,1916,رودباری,roudbari,12
4,,2816,رودبال,rudbal,1788
2,,1849,رودبنه,roudbaneh,889
2,,3965,رودخانه,rudkhaneh,894
2,,826,رودسر,rudsar,889
2,,2225,رودشت (اصفهان),roodasht,890
2,,3649,رودشت (چهارمحال و بختیاری),rudasht,903
2,,1769,رودهن,rudehen,904
4,,1519,روشن‌دشت,roshan-dasht,4
2,,3907,رومشکان,rumeshkan,884
2,,2746,رونیز,roniz,898
2,,1698,رویان,royan,893
2,,3959,رویدر,ruydar,894
2,,1763,شهر ری,shahre-rey,904
4,,2792,ریاستی,riyasti,6
4,,2552,ریاضی,riazi,31
4,,4326,ریحان آباد,reyhan-abad,1762
2,,3623,ریز,riz,900
4,,1395,ریشمک,rishmak,6
2,,3617,ریگ,rig,900
2,,3841,ریگان,rigan,877
2,,3752,ریگ ملک,rig-malek,883
2,,1872,رینه,reyneh,893
4,,3032,ریوند,reyvand,318
2,,706,زابل,zabol,883
4,,1551,زاجان,zajan,4
4,,2598,زاد,zaad,8
2,,4014,زارچ,zarch,886
2,,3918,زاغه,zaghah,884
2,,3604,زاگرس,zagros,888
2,,3940,زالیان,zalian,901
2,,11,زاهدان,zahedan,883
4,,964,زاهد گیلانی,zahed-gilani,1
2,,2973,زاوه,zaveh,880
2,,2974,زاوین,zavin,880
2,,3943,زاویه,zavieh,901
4,,620,زاویه,kalhori,8
2,,3645,زاینده رود,zayandeh-rud-city,903
4,,2482,زاینده رود,zayandeh-rud,1745
2,,2975,زبرخان,zabarkhan,880
2,,3753,زرآباد,zarabad,883
4,,4073,زرافشان,zarafshan,29
4,,3479,زردشت,zardasht,7
2,,1791,زرقان,zarghan,898
4,,955,زرکش,zarkesh,1
4,,358,زرگان,zergan,7
2,,1982,زرگرشهر,zargarshahr,893
4,,533,زرگری,zargari,6
4,,84,زرگنده,zargandeh,1
4,,4272,زرنان بالا,zarnan-e-bala,1758
4,,4271,زرنان پایین,zarnan-e-payin,1758
2,,867,زرند,zarand,877
2,,3928,زرندیه,zarandieh,901
2,,3593,زرنه,zarneh,888
4,,1256,زرهی,kuy-valiasr,6
2,,3594,زرین آباد,zarrin-abad,888
2,,2736,زرین دشت (فارس),zarrin-dasht,898
2,,3998,زرین دشت (همدان),zarrin-dasht-city,899
4,,646,زرین‌شهر,zarinshahr,4
2,,3916,ززوماهرو,zazomahru,884
4,,56,زعفرانیه,zafaraniyeh,1
4,,3104,زکریا,zakaria,3
4,,2681,زمان زاده,zaman-zadeh,8
4,,3077,زمانه,zamaneh,3
4,,1147,زمرد,pardis-mashhad,3
4,,1009,زمزم,zamzam,1
2,,3885,زمکان,zamkan,905
4,,2045,زنبق,zanbagh,708
4,,606,زنبیل آباد,zanbilabad,8
2,,20,زنجان,zanjan,879
4,,1001,زنجان جنوبی,tehran-zanjan,1
2,,3708,زنجانرود,zanjanrud,879
2,,3997,زند,zend,899
4,,529,زند,zand,6
4,,2591,زند آباد,zand-aabad,8
2,,2226,زنده رود,zendeh-rood,890
4,,3462,زندوکیلی,khiaban-zandvakili,7
4,,2846,زنگی آباد,zangi-abad,1788
2,,3666,زهان,zohan,876
4,,268,زهتابی,zehtabi,1
4,,1548,زهران,zahran,4
2,,1787,زهک,zahak,883
2,,2227,زواره,zavaareh,890
4,,1513,زوان,zavan,4
4,,3471,زوویه ۲,zoveyeh-2,7
4,,2425,زیار,ziyar,4
4,,2299,زیارتی,ziyarati,30
4,,4458,زیبادشت,zibadasht-mohammadshahr,1752
4,,162,زیبادشت,shahrak-e-cheshmeh,1
4,,640,زیبا شهر,zibashahr,6
4,,4286,زیبا شهر,ziba-shahr-gharchak,1761
4,,3066,زیبا شهر,ziba-shahr,3
4,,4599,زیباشهر,zibashahr-shiraz,6
2,,2228,زیباشهر,zibaashahr,890
4,,352,زیباشهر,zibashahr-ahvaz,7
2,,1683,زیباکنار,zibakenar,889
4,,3280,زیباکنار,zibakenar-torbat-jam,791
4,,2323,زیتون,zeytun,30
4,,327,زیتون کارگری,zeytunkargari,7
4,,324,زیتون کارمندی,zeytunkarmandi,7
2,,3832,زید آباد,zeyd-abad,877
4,,2266,زیدی,zeidi,30
2,,1859,زیرآب,ziraab,893
4,,3364,زیرکن,zirkan,3
2,,3670,زیرکوه,zirkouh,876
2,,3902,زیلائی,zilayi,887
4,,3197,زینبیه,zeinabiyeh-sabzevar,316
4,,2654,زینبیه,zeinabiyeh,8
2,,3800,زیویه,ziviye,885
4,,2094,ژاندارمری,zhandarmeri,708
4,,2608,ژاندارمها,zhandaarmhaa,8
4,,2812,ژیان,zhiyan,1788
4,,2085,ساحل قو,sahel-gho,708
2,,3814,سارال,saral,885
2,,3754,ساربوک,sarbuk,883
2,,3935,ساروق,sarugh,901
2,,22,ساری,sari,893
4,,157,سازمان آب,sazman-ab,1
4,,3067,سازمان آب,sazman-ab-mashhad,3
4,,4133,سازمان برنامه جنوبی,sazman-barname-jonubi,1
4,,158,سازمان برنامه شمالی,sazamn-barnameh,1
4,,597,ساسانی (قلمستان),sassani,2
4,,1884,ساغری سازان,saghari-sazaan,12
4,,2290,سال آباد,sal-abad,30
4,,610,سالاریه,Salarieh,8
4,,1910,سام,saam,12
2,,1833,سامان,saman-city,903
4,,1342,سامان,saman,6
4,,1111,ساماندهی,samandehi,2
4,,2074,سامانسر,samansar,708
2,,3996,سامن,samen-city,899
2,,671,ساوه,saveh,901
4,,1410,سایت اداری,sait-edari,6
4,,2503,سایت صنعتی کاوه,sait-sanati-kaveh,1745
2,,316,سبزوار,sabzevar,880
2,,3580,سبلان,sabalan-city,906
4,,950,سبلان,sabalan,1
4,,949,سبلان (لشگر),tehran-lashkar,1
4,,4567,سپاد,sepad-mashhad,3
4,,385,سپاهان‌شهر,sepahanshahr,4
4,,2065,سپه,sepah,708
2,,3903,سپیدار,sepidar-city,887
4,,335,سپیدار,sepidar,7
2,,2737,سپیدان,sepiddan,898
4,,4363,سپید دشت,sepid-dasht,1751
4,,2037,سپیدکنار,sepid-kenar,708
4,,1562,ستار,sattar,4
4,,523,ستار خان,sattarkhan-shiraz,6
4,,205,ستارخان,sattarkhan,1
4,,1279,ستارخان,talkh-e-dash,6
4,,1014,سجاد,imam-sajjad,1
4,,3194,سجاد,sajjad,316
4,,538,سجاد (بنی هاشم),banihashemi,6
4,,435,سجاد شهر,sadjadshahr,3
4,,1312,سجادیه,sajjadieh,6
4,,1199,سجادیه,sajadieh,3
2,,3709,سجاس رود,sajas-rud,879
4,,3419,سخیریه,sakhiriyeh,7
2,,3665,سده (خراسان جنوبی),sede,876
2,,2734,سده (فارس),sedeh,898
4,,3140,سرآب کوشک,saraab-koushk,318
2,,3888,سر آسیاب یوسفی,sar-aasiab-yousefi,887
2,,852,سراب,sarab,891
4,,491,سراب,sadi,3
2,,3611,سراب باغ,sarab-bagh,888
2,,3597,سراب میمه,sarab-meymeh,888
4,,633,سراجه (۱۵ خرداد),15khordad,8
2,,3525,سراجو,serajoo,891
4,,1120,سرافرازان,kuy-e-sarafrazan,3
2,,865,سراوان,saravan,883
2,,3755,سرباز,sarbaz,883
4,,1369,سر باغ,sar-bagh,6
4,,2639,سربخش,sar-bakhsh,8
2,,3939,سربند,sarband,901
2,,3674,سربیشه,sarbisheh,876
2,,854,سرپل ذهاب,sarpol-zahab,905
4,,2249,سرپله جدید,sarpelle-jadid,30
4,,2390,سرتاوه,sartaveh,4
4,,4050,سرتخت,sartakht-rey,1763
4,,984,سرتخت,sartakht,1
4,,2394,سرچشمه,sarcheshmeh,4
2,,2735,سرچهان,sarchahan,898
2,,3692,سرحد,sarhad,896
4,,4377,سرحد آباد,sarhad-abad,1751
4,,4372,سرحدی,sarhadi,1751
4,,2637,سرحوض,sarhoz,8
2,,1700,سرخرود,sorkhrood,893
2,,2976,سرخس,sarakhs,880
2,,1968,سرخنکلاته,sorkhan-kalateh,897
2,,3714,سرخه,sorkheh,882
2,,4030,سرخه حصار,sorkhe-hesar-city,904
2,,3673,سرداران,sardaran,876
4,,4312,سردارجنگل,sardar-e-jangal,1
2,,3992,سردرود,sardorud,899
2,,857,سردشت,sardasht,881
4,,2422,سرشبادران,sarvoshbaderan,4
2,,3801,سرشیو,sarshiu,885
2,,1741,سرعین,sarein,906
2,,3897,سرفاریاب,sar-faryab,887
4,,2332,سرفره و صدره,sarfarah-va-sadroh,30
4,,3258,سرمحله,sar-mahalleh,1776
4,,2803,سرو,sarv,6
2,,3803,سروآباد,sarvabad,885
2,,2740,سروستان,sarvestan-city,898
4,,1478,سروستان,sarvestan,4
2,,2977,سرولایت,sarvelayat,880
2,,3810,سریش آباد,sarish-abad,885
4,,75,سعادت‌آباد,saadat-abad,1
4,,1542,سعادت‌آباد,saadat-abad-isfahan,4
4,,2657,سعادتی,saadati,8
4,,449,سعد آباد,southmotahhari,3
2,,3636,سعدآباد,saadabad,900
4,,2562,سعدی,saadi-najaf-abad,31
4,,1899,سعدی,saadi,12
4,,1900,سعدی (تختی),bagher-abad,12
4,,2467,سعدی جنوبی,saadi-jonubi,1744
4,,2439,سعدی شمالی,saadi-shomali,1744
4,,4603,سعدیه جنوبی,saadieh-jonoubi,6
4,,1379,سعدیه شمالی,sharak-e-sadi,6
4,,4517,سعید آباد,saeid-abad,1754
4,,913,سعیدآباد,saeed-abad,1
4,,4600,سفیرشمالی,safir-shomali,6
4,,4263,سقرچین,sagharchin,1759
2,,812,سقز,saqqez,885
4,,1213,سلام,salam,3
2,,2978,سلامی,salami,880
4,,284,سلسبیل جنوبی,sarsabil,1
4,,4131,سلسبیل شمالی,selsebil-shomali,1
4,,1508,سلطان‌آباد,soltan-abad,4
4,,2848,سلطان آباد,soltan-abad-shiraz,6
4,,2245,سلطان امیر احمد,soltan-amir-ahmad,30
4,,353,سلطانمنش,soltanmanesh,7
2,,3710,سلطانیه,soltaniye,879
2,,2572,سلفچگان,salfchegan,892
2,,768,سلماس,salmas,881
2,,1699,سلمان‌شهر,salman-shahr,893
4,,3461,سلیم آباد(سه راه خرمشهر),salim-abad-se-rah-khorramshahr,7
2,,2979,سلیمان,soleyman,880
4,,1920,سلیمانداراب,soleyman-daraab,12
4,,1005,سلیمانی,soleymani,1
4,,1153,سمزقند,samarghand,3
4,,2376,سمسور,samsur,4
2,,3686,سملقان,samalqan,896
2,,35,سمنان,semnan,882
2,,1725,سمیرم,semirom,890
4,,299,سنائی,motahari,1
4,,462,سناباد,sanabad,3
4,,1462,سنبلستان,sonbolestan,4
4,,1555,سنجوانمره,sanjavamareh,4
2,,3693,سنخواست,sankhvast,896
2,,3969,سندرک,sandarak,894
2,,855,سنقر,sonqor,905
2,,2980,سنگان,sangan,880
4,,2635,سنگ بند,sangband,8
2,,1966,سنگدوین,sangdovin,897
2,,1811,سنگر,sangar,889
4,,279,سنگلج (شاپور),sanglaj,1
2,,28,سنندج,sanandaj,885
4,,2311,سه راه پرورشگاه,se-rah-parvareshgah,30
4,,302,سهروردی,north-sohrevardi,1
2,,3667,سرایان,seh-ghaleh,876
4,,2837,سهل‌آباد,sahl-abad-marvdasht,1788
4,,1324,سهل‌آباد,sahl-abad,6
2,,761,سهند,sahand,891
4,,1465,سودان,soodan,4
2,,1862,سورک,sourek,893
2,,2741,سورنا,sorena,898
2,,3910,سوری,suri,884
4,,2341,سوریجان,sourijaan,30
4,,2084,سوسر,susar,708
2,,756,سوسنگرد,susangerd,902
2,,3896,سوق,suq,887
2,,3883,سومار,somar,905
4,,52,سوهانک,sohanak,1
4,,1907,سیا اسطلخ,sia-estalkh,12
4,,3463,سیاحی(سه راه خرمشهر),siyahi-se-rah-khorramshahr,7
2,,2738,سیاخ دارنگون,siyakh-darangoon,898
4,,3206,سیادتی,seyadati,316
4,,4318,سیاه سنگ,siyah-sang,1767
4,,1370,سیاه سنگ,kuy-sang-siah,6
2,,861,سیاهکل,siahkal,889
4,,4418,سیاه کلان,siah-kalaan,2
2,,3756,سیب و سوران,sib-va-sura,883
2,,2003,سیجوال,sijval,897
4,,386,سیچان,sichan,4
2,,2981,سیدآباد,seyyedabad,880
4,,4448,سیدآباد,seyedabad-mohammadshahr,1752
4,,2051,سید آسیه,seyed-asieh,708
2,,2739,سیدان,seydan,898
4,,2636,سیدان,seyyedan,8
4,,3150,سید جمال الدین,seyyed-jamaleddin,318
4,,3472,سید خلف,seyed-khalaf,7
4,,1028,سید خندان (جلفا),tehran-jolfa,1
4,,3064,سید رضی,seyyed-razi,3
4,,2614,سید معصوم,seyyed-masoom,8
2,,3632,سیراف,siraf,900
2,,818,سیرجان,sirjan,877
2,,3601,سیروان,sirvan,888
2,,4614,سیروان,sirvan-city,885
4,,996,سیروس,sirous,1
2,,3982,سیری,jazireh-siri,894
2,,3975,سیریک,sirik,894
4,,4051,سیزده آبان,sizdah-aban-rey,1763
4,,983,سیزده آبان,sizdah-aban,1
4,,1183,سیس‌آباد,sis-abad,3
2,,2229,سیستان,seestaan,890
2,,1808,سی‌سخت,sisakht,887
4,,362,سیصد دستگاه,sisad-dastgah,7
4,,4515,سیف آباد,seyfabad,1754
4,,2256,سیفی آباد,seifi-abad,30
2,,3920,سیلاخور,silakhur,884
