type,cities_count,id,name,slug,parent
4,,1326,شهرک مهرگان,mehregan,6
4,,4292,شهرک مهستان,shahrak-mahestan,1761
4,,4497,شهرک مهستان ۱,shahrak-mahestan-1,1754
4,,4499,شهرک مهستان ۲,shahrak-mahestan-2,1754
4,,2437,شهرک میلاد,shahrak-milad-shahin-shahr,1744
4,,1442,شهرک میلاد,shahrak-milad,4
4,,4375,شهرک ناز,shahrak-naz,1751
4,,4230,شهرک نظامی,shahrak-nezami,1763
4,,921,شهرک نفت,shahrak-naft-district5,1
4,,339,شهرک نفت,shahraknaft,7
4,,2780,شهرک نفت ۲,shahrak-naft-2,6
4,,4455,شهرک نگین,shahrak-negin,1752
4,,4252,شهرک نماز (دینار آباد),shahrak-namaz-dinar-abad,1759
4,,1053,شهرک نهال و بذر,shahrak-nahal-va-bazr,2
4,,4589,شهرک نیایش,shahrak-niayesh,6
4,,1336,شهرک نیروی انتظامی,shahrak-nirou-entezamie,6
4,,2448,شهرک هشت بهشت,shahrak-hasht-behesht,1744
4,,4380,شهرک هفده شهریور,shahrak-hefdah-shahrivar,1751
4,,4162,شهرک هما,shahrak-homa,1
4,,3344,شهرکهنه,shahrkohneh,318
4,,4238,شهرک وائین,shahrak-vaain,1759
4,,4317,شهرک والفجر,shahrak-valfajr-robat-karim,1765
4,,513,شهرک والفجر,valfajr,6
4,,4301,شهرک واوان,shahrak-vavan,29
4,,4347,شهرک وحدت,shahrak-vahdat,1751
4,,594,شهرک وحدت,vahdattown,2
4,,4520,شهرک وحدت,shahrak-vahdat-hashtgerd,1754
4,,2293,شهرک ولیعصر,shahrak-valiasr-kashan,30
4,,3108,شهرک ولیعصر,shahrak-valiasr-nishabur,318
4,,1315,شهرک ولیعصر,shahrak-valiasr,6
4,,3039,شهرک ولیعصر,shahrak-valiasr-torbat-heydariyeh,1776
4,,1079,شهرک ولیعصر,valiasr-karaj,2
4,,1441,شهرک ولیعصر,valiasr-town,4
4,,4307,شهرک ولیعصر,shahrak-valiasr-varamin,1762
4,,194,شهرک ولیعصر جنوبی,shahrak-e-vali-e-asr,1
4,,4180,شهرک ولیعصر شمالی,shahrak-valiasr-shomali,1
4,,4509,شهرک ولیعصر (مصلی),shahrak-valiasr-mosalla,1754
4,,4504,شهرک ولیعصر (مهستان),shahrak-valiasr-mahestan,1754
4,,4413,شهرک ویلایی ۳۲ دستگاه,shahrak-vilayi-32-dastgah,2
4,,2772,شهرک ویلایی بهاران,shahrak-vilaei-baharan,6
4,,4337,شهرک یاس,shahrak-yas-tehran,1
4,,1057,شهرک یاس جنوبی,shahrak-yas,2
4,,1059,شهرک یاس شمالی,golha,2
4,,2785,شهرک یاس طلاییه,shahrak-yaas-talaiyeh,6
4,,1584,شهریار,shahriyar-isfahan,4
4,,4237,شهریار,shahriar-district,1759
2,,1759,شهریار,shahriar-city,904
4,,584,شهریار,shahriar-karaj,2
4,,1924,شهریاران,shahriyaran,12
4,,1454,شهشهان,shahshahan,4
2,,3721,شهمیرزاد,shahmirzad,882
4,,974,شهمیرزادی,aref,1
4,,1189,شهید آوینی,shahid-avini-mashhad,3
4,,2104,شهید آوینی,shahid-avini-lahijan,746
4,,982,شهید آوینی,shahid-avini,1
4,,3049,شهید احمدی روشن,shahid-ahmadi-roshan,3
4,,963,شهید اسدی,shahid-asadi,1
4,,3046,شهید بصیر,shahid-basir,3
4,,3013,شهید بهشتی,shahid-beheshti-mashhad,3
4,,3142,شهید بهشتی,shahid-beheshti-nishabur,318
4,,3253,شهید بهشتی,shahid-beheshti-torbat-heydariyeh,1776
4,,4222,شهید بهشتی,shahid-beheshti-rey,1763
4,,2519,شهید بهشتی,shahid-beheshti,31
4,,1418,شهید بهنام امیری,shahid-amiri,6
4,,3125,شهید جعفری,khiaban-shahid-jafari,318
4,,3337,شهید جنگی,shahid-jangi,3
4,,618,شهید رجایی,somayyeh,8
4,,263,شهید رجایی,eslam-abad,1
4,,2533,شهید رجایی,shahid-rajaaee,31
4,,1558,شهید رجایی,shahid-rajaee,4
4,,3065,شهید رضوی,shahid-razavi,3
4,,2277,شهید زجاجی,shahid-zojaji,30
4,,3052,شهید شهریاری,shahid-shahriyari,3
4,,2616,شهید صیاد شیرازی,shahid-sayad-shirazi,8
4,,3050,شهید علی محمدی,shahid-ali-mohammadi,3
4,,3299,شهید غلام زاده,shahid-gholam-zadeh,791
4,,4048,شهید غیوری (ابن باویه),shahid-ghiyuri-ebn-baviye,1763
4,,447,شهید فرامرز عباسی,faramarzabbasi,3
4,,4166,شهید فکوری,shahid-fakuri,1
4,,1186,شهید قربانی,shahid-qorbani,3
4,,3246,شهید قرنی,shahid-gharani,1776
4,,3297,شهید مدرس,shahid-modarres,791
4,,1155,شهید مطهری,north-shahid-mottahari,3
4,,1216,شهید معقول,shahid-maqoul,3
4,,3307,شهید نصرالهی,shahid-nasrollahi,791
4,,1177,شهید هاشمی نژاد,shahrak-e-hashmenizhad,3
2,,3680,شوسف,shusef,876
4,,240,شوش,shoosh,1
2,,754,شوش,shush,902
4,,264,شوش (باغ آذری),baq-e-azari,1
2,,602,شوشتر,shushtar,902
2,,3541,شوط,shut,881
2,,2727,شیبکوه (فارس),shibkuh,898
2,,3953,شیبکوه (هرمزگان),shibkuh-city,894
4,,4398,شیخ آباد,sheikh-abad,2
4,,2525,شیخ آباد,sheikh-abaad,31
4,,3294,شیخ احمد جامی,sheykh-ahmad-jami,791
4,,1446,شیخ اشراق,sheikh-eshraq,4
4,,2465,شیخ بهایی,sheikh-bahaei,1744
4,,2526,شیخ بهایی,sheikh-bahaaii,31
4,,2530,شیخ بهایی جنوبی,sheikh-bahaaii-jonubi,31
4,,2787,شیخ روزبهان,sheykh-rozbehan,6
4,,2110,شیخ زاهد,sheykh-zahid,746
4,,2389,شیخ طوسی,sheikh-tusi,4
4,,1338,شیخ علی چوپان,sheikh-ali-choupan,6
4,,281,شیخ هادی,sheykh-hadi,1
4,,1474,شیخ یوسف,sheykh-yousef,4
2,,3647,شیدا,sheyda,903
2,,3984,شیدوار,jazireh-shidvar,894
4,,1035,شیراز,shirazi,1
4,,1230,شیرحصار,panj-tan-al-e-abba,3
2,,1863,شیرگاه,shirgah,893
2,,795,شیروان (خراسان),shirvan,896
2,,3923,شیروان (لرستان),shirvan-city,884
2,,1989,شیرود,shirud,893
4,,1221,شیرودی,shiroudi,3
2,,3995,شیرین‌سو,shirin-su,899
4,,2124,شیشه گران,shishegaran,746
4,,1349,شیشه‌گری,shishehgari,6
4,,2070,شیلات,shilat,708
4,,2779,شیمی گیاه,shimi-giyah,6
4,,968,شیوا,shiva,1
4,,1491,صائب,saeb,4
2,,3700,صائین قلعه,saaein-ghaleh,879
4,,2060,صابرحنان,saberhanan,708
2,,3757,صابری,saberi,883
4,,1351,صاحب الزمان,saheb-al-zaman-shiraz,6
4,,193,صاحب الزمان,shaharak-e-moslemin,1
4,,1405,صاحب دیوان,saheb-divan,6
4,,4183,صاحبقرانیه,sahebgharanieh,1
2,,1972,صادق آباد,sadegh-abad,897
4,,2655,صادقی,sadeghi,8
4,,4074,صادقیه,sadeghiyeh-eslam-shahr,29
4,,172,صادقیه,sadeghiyeh,1
4,,2512,صالح آباد,saleh-abaad,31
2,,4620,صالح آباد,salehaabad,899
4,,4295,صالح آباد,saleh-abad-gharchak,1761
4,,4469,صالح آباد,salehabad,774
4,,3356,صالح آباد,saleh-abad-sabzevar,316
2,,3591,صالح آباد (ایلام),saleh-abad-city,888
4,,4041,صالح آباد جنوبی (باغ رضوان),saleh-abad-jonubi-bagh-rezvan,1763
2,,2987,صالح آباد (خراسان),saleh-abad,880
4,,4054,صالح‌آباد شرقی,salehabad-sharghi,1763
4,,1026,صالح‌آباد شرقی,east-saleh-abad,1
4,,4217,صبا باطری,saba-batari,1765
2,,1712,صباشهر,sabashahr,904
2,,2732,صحرای باغ,sahraye-bagh,898
2,,1800,صحنه,sahneh,905
4,,3080,صداقیه,sedaghiye,3
4,,2781,صدا و سیما,seda-va-sima,6
4,,289,صد دستگاه,sad-dastgah,1
2,,810,صدرا-فارس,sadra,898
4,,1437,صدف,sadaf-isfahan,4
4,,2626,صدوق,sadoogh,8
4,,288,صفا,sheykh-al-raeis,1
4,,601,صفائیه,safaeieh,8
2,,3555,صفائیه,safaaiyeh,881
4,,978,صفائیه (چشمه علی),safaiye,1
2,,1710,صفادشت,safadasht-industrial-city,904
4,,2159,صفاری,safari,12
4,,621,صفاشهر,safashahr,8
4,,4055,صفاییه (چشمه علی),safaayie-cheshme-ali,1763
4,,2244,صفی آباد,safi-abad,30
2,,3695,صفی آباد,safi-abad-city,896
2,,3642,صمصامی,samsami,903
4,,2782,صنایع الکترونیک,sanaye-electronik,6
4,,2310,صنعت,sanat,30
2,,3837,صوغان,sowghan,877
2,,3507,صوفیان,soofiyan,891
2,,3556,صومای برادوست,sumay-baradust,881
2,,827,صومعه‌سرا,someh-sara,889
4,,460,صیاد شیرازی,sayyadshirazi,3
4,,3380,صیدآباد,seyedabad,3
2,,3793,ضیاء آباد,ziaa-abad,878
2,,2000,ضیابر,ziyabar,889
4,,2392,طاحونه,tahuneh,4
2,,3698,طارم (زنجان),tarem,879
2,,4613,طارم (قزوین),tarem-city,878
2,,2988,طاغنکوه,taghankooh,880
4,,2076,طالب آباد,taleb-abad,708
2,,850,طالقان,taleqan,895
4,,2451,طالقانی,taleghani-shahin-shahr,1744
4,,2540,طالقانی,taleghani-najaf-abad,31
4,,347,طالقانی,taleghani,7
4,,586,طالقانی,taleqani-karaj,2
4,,4348,طالقانی,taleghani-fardis,1751
4,,3171,طالقانی,taleghani-nishabur,318
4,,2120,طالقانی,taleqani,746
4,,2278,طالقانی,taleghani-kashan,30
4,,3270,طالقانی,taleghani-torbat-heydariyeh,1776
4,,1576,طامه,tameh,4
4,,2289,طاهرآباد,taherabad,30
2,,1983,طاهرگوراب,tahergurab,889
4,,4522,طاووسیه,tavoosieh,1754
4,,3214,طبرسی (جعفرآباد),tabarsi-jafarabad,316
4,,1184,طبرسی شمالی,north-tabars,3
2,,788,طبس,tabas,876
2,,1998,طبقده,tabaghdeh,893
4,,171,طرشت,tarasht,1
4,,453,طرق,toroq,3
2,,1774,طرقبه,torghabeh-city,880
4,,454,طرقبه,torghabeh,3
2,,3911,طرهان,tarhan,884
2,,2733,طسوج,tasuj,898
4,,1382,طلاب,abunasr,6
4,,436,طلاب,tollab,3
4,,2579,طلاب غیر ایرانی,tolab-gheyr-irani,8
4,,1011,طوس,tous,1
4,,2034,طولارود,toularoud,829
4,,1016,طیب,tayeb,1
4,,72,ظفر,zafar,1
4,,2770,ظفرآباد,zafarabad,6
4,,4045,ظهیرآباد,zahireabad,1763
4,,227,ظهیرآباد,zahir-abad,1
4,,543,عادل آباد,edalatblvd,6
4,,3176,عارف,aref-sabzevar,316
4,,1424,عاشق‌آباد,ashegh-abad,4
4,,3420,عامری,ameri,7
4,,1165,عامل,amel,3
4,,1156,عبادی,ayatollah-ebadi,3
2,,1697,عباس‌آباد,abbasabad-mazandaran,893
4,,1191,عباس‌آباد,abbas-abad-mashhad,3
4,,4226,عباس‌آباد,abbasabad-rey,1763
4,,300,عباس‌آباد,abbas-abad,1
4,,377,عباس‌آباد,abbasabad,4
4,,2059,عباس آباد,abbas-abad-bandar-e-anzali,708
4,,4453,عباس آباد,abbasabad-mohammadshahr,1752
4,,4158,عباسی,abbasi,1
4,,1027,عبدالله‌آباد,abdollah-abad,1
4,,220,عبدل‌آباد,abdol-abad,1
2,,3522,عجب شیر,ajabshir,891
4,,3126,عدالت,edalat,318
4,,2641,عربستان,arabestan,8
4,,2272,عربها,arabha,30
2,,2230,عسگران,asgaraan,890
4,,1241,عسگریه,asgariyeh,3
4,,1574,عسگریه,asgariyeh-isfahan,4
2,,3630,عسلویه,asalouye,900
4,,2628,عشقعلی,eshghali,8
4,,2453,عطار,attar,1744
4,,3346,عطار,attar-nishabur,318
4,,1448,عطار نیشابوری,attar-nishaburi,4
2,,2989,عطاملک,atamalek,880
4,,3203,عظیمیان,azimian,316
4,,569,عظیمیه,azimieh,2
4,,535,عفیف‌آباد,afifabad,6
2,,4015,عقدا,aghdaa,886
4,,1436,عقیق,aqiq,4
2,,2730,علامرودشت,alamarudash,898
4,,4220,علایین,alayiin,1763
4,,3187,علمدار,alamdar,316
4,,116,علم و صنعت,elm-o-sanat,1
4,,2776,علوم پزشکی,oloom-pezeeshki,6
4,,3310,علوی,alavi,791
4,,235,علی‌آباد,south-ali-abad,1
4,,2828,علی‌آباد‎,aliabad,1788
4,,2612,علی آباد,ali-aabad,8
4,,3093,علی آباد,aliabad-mashhad,3
4,,2854,علی آباد,ali-abadd,6
4,,3490,علی آباد,ali-abad-ahvaz,7
4,,1905,علی آباد,ali-abad,12
4,,2596,علی آباد سعدگان,ali-aabad-saadgaan,8
2,,823,علی‌آباد کتول,aliabad-katul,897
4,,1330,علی آباد (کفترک),ali-abad-shiraz,6
4,,4447,علی آباد گونه,aliabad-guneh,1752
4,,1461,علی قلی آقا,nazband,4
4,,625,عمار یاسر,ammareyaser,8
4,,1567,عمان سامانی,oman-samani,4
2,,3855,عنبرآباد,anbarabad,877
2,,3582,عنبران,anbaran,906
4,,1214,عنصری,onsori,3
4,,1208,عیدگاه,eidgah,3
4,,3292,عیدی آباد,eydi-abad,791
4,,3468,عین ۲,eyn-2,7
4,,1927,عینک,eynak,12
4,,2370,غدیر,ghadir,4
4,,2777,غدیر جنوبی,ghadir-jonoubi,6
4,,2766,غدیر شمالی,ghadir-shomali,6
4,,2260,غربت,ghorbat,30
4,,3224,غرب نیروگاه,gharb-nirugah,316
2,,3684,غلامان,gholaman,896
4,,3407,غیزانیه,gheyzaniyeh,7
2,,3640,فارسان,faarsan,903
4,,1129,فارغ التحصیلان,fareqoltahsilan,3
2,,3947,فارغان,fargan,894
2,,3688,فاروج,faruj,896
2,,3977,فارور,jazireh-farur,894
2,,3853,فاریاب,faryab,877
4,,4126,فاز ۰,faz-0,1766
4,,4127,فاز ۱,faz-1-parand,1766
4,,4581,فاز ۱,faz-1-sadra-fars,810
4,,4114,فاز ۱,faz-1,1767
4,,4109,فاز ۱۱,faz-11,1767
4,,372,فاز ۱ پادادشهر,padadshahr-phase-1,7
4,,2518,فاز ۱ شهرک آزادگان,faaz-1-shahrak-aazadegaan,31
4,,3291,فاز ۱ فرهنگیان,faz-1-farhangian,791
4,,1114,فاز ۱ مهرشهر,mehrshar-1,2
4,,4489,فاز ۱ مهستان,faz-1-mahestan,1754
4,,2255,فاز ۱ ناجی آباد,faz-1-naji-abad,30
4,,4125,فاز ۲,faz-2-parand,1766
4,,4580,فاز ۲,faz-2-sadra-fars,810
4,,4106,فاز ۲,faz-2,1767
4,,371,فاز ۲ پادادشهر,padad-phase-2,7
4,,2517,فاز ۲ شهرک آزادگان,faaz-2-shahrak-aazadegaan,31
4,,3284,فاز ۲ فرهنگیان,faz-2-farhangian,791
4,,1112,فاز ۲ مهرشهر,mehrshahr-2,2
4,,4538,فاز ۲ مهستان,faz-2-mahestan,1754
4,,2325,فاز ۲ ناجی آباد,faz-2-naji-abad,30
4,,4115,فاز ۳,faz-3,1767
4,,4124,فاز ۳,faz-3-parand,1766
4,,2516,فاز ۳ شهرک آزادگان,faaz-3-shahrak-aazadegaan,31
4,,3279,فاز ۳ فرهنگیان,faz-3-farhangian,791
4,,4440,فاز ۳ گوهردشت,faz-3-gohardasht,2
4,,1113,فاز ۳ مهرشهر,mehrshahr-3,2
4,,4491,فاز ۳ مهستان,faz-3-mahestan,1754
4,,4116,فاز ۴,faz-4,1767
4,,4120,فاز ۴,faz-4-parand,1766
4,,2515,فاز ۴ شهرک آزادگان,faaz-4-shahrak-aazadegaan,31
4,,567,فاز ۴ مهرشهر,mehrshahr,2
4,,4121,فاز ۵,faz-5-parand,1766
4,,4108,فاز ۵,faz-5,1767
4,,3410,فاز ۵ پاداد,faz-5-padad,7
4,,1097,فاز ۵ مهرشهر,mehrshahr-5,2
4,,4110,فاز ۶,faz-6,1767
4,,4123,فاز ۶,faz-6-parand,1766
4,,4122,فاز ۷,faz-7,1766
4,,4484,فاز ۷ مهستان,faz-7-mahestan,1754
4,,4113,فاز ۸,faz-8,1767
4,,4107,فاز ۹,faz-9,1767
4,,2831,فاز اول شهرک فرهنگیان,faz-avval-shahrak-farhangian,1788
4,,2825,فاز دوم شهرک فرهنگیان,faz-dovom-shahrak-farhangian,1788
4,,2809,فاضل,fazel,6
2,,1996,فاضل آباد,fazel-abad,897
4,,210,فاطمی,north-karegar,1
4,,1178,فاطمیه,fatemiye,3
2,,3990,فامنین,famenin,899
4,,912,فتح,fath,1
4,,3485,فتح,fath-ahvaz,7
4,,1488,فتح‌آباد,fath-abad,4
4,,3261,فتح المبین,fath-ol-mobin,1776
4,,3022,فتح المبین,fatholmobin,3
4,,2388,فجر,fajr,4
4,,2162,فخب,faxab,12
4,,1371,فخرآباد (دروازه کازرون),darvazeh-kazeroon,6
4,,4476,فخر ایران,fakhr-iran,774
4,,3167,فخریه,fakhriyeh,318
4,,2445,فدک,fadak-shahin-shahr,1744
4,,120,فدک,fadak,1
4,,1141,فدک,fadak-mashhad,3
4,,3473,فدک,fadak-ahvaz,7
4,,4259,فرارت,fararat,1759
2,,2731,فراشبند,farashband,898
2,,1970,فراغی,faragi,897
4,,4374,فرامرزیه,faramarziye,1751
4,,1537,فرح آباد,farah-abad-esfahan,4
2,,1819,فرح آباد,farahabad,893
4,,3149,فرح بخش,farah-bakhsh,318
2,,2990,فرح دشت,farah-dasht,880
4,,59,فرحزاد,farahzad,1
4,,3330,فرخ آباد,farrokhabad,318
4,,3370,فرخد,farkhod,3
2,,786,فرخ‌شهر,farrokhshahr,903
4,,2557,فرخی,farrokhi,31
2,,2573,فردو,fordo,892
4,,1586,فردوان,fardovan,4
4,,1503,فردوس,ferdos,4
4,,170,فردوس,kooy-e-ferdos,1
2,,789,فردوس (خراسان),ferdows,876
4,,3151,فردوس شمالی,ferdos-shomali,318
2,,3825,فردوس (کرمان),ferdos-city,877
4,,2559,فردوسی,ferdowsi-najaf-abad,31
4,,3020,فردوسی,ferdowsi-mashhad,3
4,,994,فردوسی,ferdowsi,1
4,,2441,فردوسی,ferdowsi-shahin-shahr,1744
4,,3264,فردوسی جنوبی,ferdowsi-jonubi,1776
4,,3121,فردوسی جنوبی,ferdowsi-jonoubi,318
4,,2560,فردوسی شمالی,ferdowsi-shomali,31
2,,1716,فردوسیه,ferdosiye,904
2,,1751,فردیس,fardis-city,895
4,,4287,فردیس,fardis-gharchak,1761
4,,4353,فردیس,fardis-district,1751
4,,4150,فرزانه,farzane,1
4,,2183,فرزانه,farzaneh,12
4,,550,فرگاز,fergaz,6
4,,3257,فرمانداری,farmandari,1776
4,,2417,فرماندهی انتظامی اصفهان,farmandehi-entezami-esfahan,4
4,,64,فرمانیه,farmaniyeh,1
2,,3936,فرمهین,farmahin,901
4,,1133,فرهنگ,farhang,3
4,,2836,فرهنگ,farhang-marvdasht,1788
4,,1533,فرهنگ,farhang-isfahan,4
4,,342,فرهنگ شهر,farhangshahr-ahvaz,7
4,,507,فرهنگ شهر,farhangshahr,6
4,,3181,فرهنگیان,farhangian-sabzevar,316
4,,1320,فرهنگیان,kuy-farhangian-shiraz,6
4,,1484,فرهنگیان,farhangian-isfahan,4
4,,3056,فرهنگیان (شهرک غرب),farhangian-mashhad,3
4,,2605,فرهنگیان و شهربانی,farhangiiaan-va-shahrbaani,8
4,,3489,فرودگاه,forudgah,7
4,,1236,فرودگاه,mashhad-hashemi-nejad-international-airport,3
4,,2418,فرودگاه,foroodgah,4
4,,2185,فرودگاه سردار جنگل رشت,forudgah-sardar-jangal-rasht,12
4,,4553,فرودگاه شهید بهشتی,forodgah-shahid-beheshti,4
4,,2789,فرودگاه شهید دستغیب شیراز,foroodgah-shahid-dastgheyb-shiraz,6
4,,2295,فرودگاه کاشان,foroodgah-kashan,30
4,,182,فرودگاه مهرآباد,mehrabad-airport,1
4,,2434,فرودگاه هسا,foroodgah-hesa,1744
2,,3978,فرور,jazireh-forur,894
4,,1450,فروردین,farvardin,4
2,,2208,فریدونشهر,fereydoonshahr,890
2,,836,فریدون‌کنار,fereydunkenar,893
4,,3045,فریزی,farizi,3
2,,1875,فریم,farim,893
2,,2991,فریمان,fariman,880
4,,526,فسا,fasa,6
2,,1789,فسا,fasa-city,898
2,,2696,فسارود,fasarud,898
2,,4034,فشاپویه,fashapuyeh,904
2,,1772,فشم,fasham-city,904
4,,4486,فشند,fashand,1754
4,,3030,فضل,fazl,318
4,,1403,فضل‌آباد,fazl-abad,6
4,,3186,فقیه سبزواری,fagheeh-sabzevari,316
4,,199,فلاح,fallah,1
2,,3655,فلارد,falard,903
2,,849,فلاورجان,falavarjan,890
4,,439,فلسطین,felestin,3
4,,1932,فلسطین,rasht-felestin,12
4,,655,فلسطین (میدان انقلاب),enqelab,1
4,,486,فلکه ضد (۱۵ خرداد),falakehzed,3
4,,4610,فلکه گاز,falakeh-gaz,6
2,,3515,فندقلو,fandoghlu,891
2,,3758,فنوج,fanouj,883
4,,3174,فنی حرفه ای پسرانه نیشابور,fani-herfei-pesarane-neyshabur,318
2,,3843,فهرج,fahraj,877
2,,2695,فورگ,furg,898
4,,3408,فولاد,fulad,7
4,,2483,فولادشهر,fuladshahr,1745
2,,1745,فولادشهر,foolad-shahr,890
4,,354,فولادشهر,fooladshahr-ahvaz,7
4,,384,فولادشهر,fooladshahr,4
2,,860,فومن,fuman,889
4,,3204,فیاض,fayyaz-sabzevar,316
4,,2111,فیاض,fayyaz,746
2,,3557,فیرورق,firuragh,881
2,,3583,فیروز,firooz,906
4,,4231,فیروزآباد,firuzabad-rey,1763
4,,2521,فیروزآباد,firuzabaad,31
2,,4615,فیروزآباد,firoozabad-city,905
2,,3558,فیروزآباد (آذربایجان),firuzabad-city,881
2,,1734,فیروزآباد (فارس),firuzabad,898
2,,3922,فیروزآباد (لرستان),firoozabad,884
4,,4056,فیروزآبادی,firuzabadi,1763
4,,988,فیروزآبادی,firoozabadi,1
2,,1770,فیروزکوه,firuzkooh,904
2,,2992,فیروزه,firuzeh,880
4,,2820,فیروزی,firoozi,1788
4,,1516,فیزادان,fizadan,4
4,,1501,فیض,kouleh-parcheh,4
4,,2452,فیض,feyz-shahin-shahr,1744
4,,3131,فیض آباد,feyz-abad,318
2,,3949,فین,fin,894
4,,2312,فین بزرگ,fin-bozorg,30
4,,2316,فین کوچک,fin-koochak,30
4,,3226,قائم,ghaem,316
4,,3014,قائم,ghaaem,3
4,,3248,قائم,ghaem-torbat-heydariyeh,1776
2,,665,قائم‌شهر,qaem-shahr,893
4,,1541,قائمیه,ghaemiyeh,4
2,,790,قائن,ghayen,876
4,,961,قاسم‌آباد,qasemabad,1
4,,3229,قاسم آباد,ghasem-abad,1776
4,,4513,قاسم آباد بزرگ,ghasemabad-bozorg,1754
2,,1733,قاسم‌آباد (خواف),qasemabad-khaf,880
4,,1917,قاسمیه,ghasemiyeh,12
4,,3220,قاضی زاد,ghazi-zad,316
4,,2797,قالیشویی,ghalishuyi,6
4,,2838,قانون,ghanoun,1788
2,,2574,قاهان,ghahan,892
4,,941,قبا,qoba,1
4,,2355,قبرستان دارالسلام,ghabrestan-darolsalaam,30
4,,3211,قدس,ghods,316
4,,2534,قدس,qods-najaf-abad,31
2,,1758,قدس,qods-city,904
4,,531,قدوسی شرقی,eastghoddusi,6
4,,532,قدوسی غربی,westghoddusi,6
2,,1761,قرچک,qarchak-city,904
2,,2012,قرق,ghorogh,897
2,,3759,قرقری,ghorghori,883
2,,3711,قره پشتلو,ghareh-poshtlu,879
2,,3929,قره چای,ghareh-chay,901
2,,3542,قره ضیاالدین,ghare-ziyaoddin,881
2,,3559,قره قوین,ghare-ghavin,881
2,,3942,قره کهریز,ghareh-kahriz,901
2,,813,قروه,qorveh,885
4,,4367,قریشی,ghoreshi,1751
4,,211,قزل قلعه,qezel-qaleh,1
2,,19,قزوین,qazvin,878
4,,4288,قشلاق جیتو,qeshlaq-jitu,1761
2,,3584,قشلاق دشت,gheshlaq-dasht,906
2,,660,قشم,qeshm,894
2,,3585,قصابه,ghasabeh,906
4,,3202,قصبه اب یمین,ghasabeh-ab-yamin,316
4,,3358,قصبه شرقی,qasabeye-sharqi,316
4,,3026,قصبه غربی,ghasabeh-gharbii,316
4,,515,قصرالدشت,qasrdasht,6
2,,3864,قصرشیرین,ghasr-shirin,905
4,,293,قصر فیروزه ۱,qasr-e-firoozeh-yek,1
4,,248,قصر فیروزه ۲,qasr-e-firooze-do,1
2,,3760,قصرقند,ghasrghand,883
4,,2267,قطب راوندی,ghotb-ravandi,30
2,,2698,قطرویه,ghatruyeh,898
2,,3560,قطور,ghatur,881
4,,2865,قلات,ghalat,6
4,,1556,قلعه برتیانچی,ghale-bertianchi,4
4,,2427,قلعه جوم,ghaleh-joom,4
2,,3523,قلعه چای,ghaleh-chay,891
4,,4557,قلعه سفید,qal-e-sefid,31
4,,1348,قلعه شاهزاده بیگم,ghaleh-shahzadeh-bagom,6
2,,3865,قلعه شاهین,ghaleh-shahin,905
4,,2678,قلعه صدری,ghaleh-sadri,8
4,,1473,قلعه طبره,ghale-tabre,4
4,,2621,قلعه عموحسین,ghaleh-amuhosein,8
2,,3963,قلعه قاضی,ghaleh-ghazi,894
4,,1355,قلعه قبله,ghaleh-ghebleh,6
4,,2615,قلعه کامکار,ghaleh-kaamkaar,8
2,,3848,قلعه گنج,ghaleh-ganj,877
2,,3887,قلعه ممبی,ghaleh-mombi,887
2,,4036,قلعه نو,ghaleh-no,904
4,,1568,قلعه نو,ghale-nou,4
4,,3145,قلعه نو,ghale-no-nishabur,318
4,,1325,قلعه نو,ghale-no,6
4,,3200,قلعه‌نو دهزار,ghaleh-no-dehzar,316
4,,616,قلعه یزدیها,attaran,8
2,,4002,قلقل رود,gholghol-rud,899
4,,998,قلمستان,qalamestan,1
4,,2068,قلم گوده,ghalam-gudeh,708
2,,2993,قلندر آباد,ghalandar-abad,880
4,,70,قلهک,gholhak,1
4,,1895,قلی پور,gholipour,12
2,,2569,قمرود,qamarud,892
2,,1746,قمصر,ghamsar,890
4,,2600,قم نو,ghom-no,8
4,,105,قنات‌کوثر,ghanat-kosar,1
2,,2576,قنوات,qanavat,892
4,,2424,قهاب جنوبی,ghahab-jonoubi,4
4,,2423,قهجاورستان,qahjavarestan,4
2,,2231,قهدریجان,ghahderijaan,890
2,,3663,قهستان,ghahestan,876
4,,493,قوچان,ghoochan,3
2,,1777,قوچان,quchan,880
4,,4465,قوچ حصار,ghoch-hesar,774
2,,3691,قوشخانه,qushkhaneh,896
4,,4327,قويينک زهری,ghaviinak-zahri,1762
4,,2113,قیام,qiyam,746
4,,995,قیام,qiam,1
4,,639,قیام‌دشت,qiamdash,1
2,,804,قیدار,qeydar,879
2,,2699,قیروکارزین,ghirokarzi,898
4,,65,قیطریه,qeytariyeh,1
4,,3383,كنويست,kanavist,3
4,,959,کاج,tehran-police,1
2,,2994,کاخک,kakhak,880
4,,2049,کارآموزی,karamoozi,708
4,,1383,کاراندیش,karandish,6
4,,2296,کارخانه سایپا کاشان,karkhane-saipa-kashan,30
4,,4235,کارخانه سیمان,karkhane-siman,1763
4,,4400,کارخانه قند,karkhane-ghand,2
4,,2421,کارخانه قند اصفهان,karkhane-ghand-esfahan,4
4,,3038,کارده,kardeh,3
2,,3606,کارزان,karzan,888
4,,2314,کارگر,kargar,30
4,,1222,کارگران,kuy-e-karagaran,3
4,,1546,کارلادان,monarjonban,4
4,,1218,کارمندان دوم,karmandan-e-dovom,3
2,,3761,کاروان,karvan,883
4,,2126,کاروانسرابر,karvan-sara-bar,746
4,,3474,کارون,karun-ahvaz,7
